"id";"lavNumber";"name";"district";"status";"latitude";"longitude";"confidence";"source";"method";"officialName";"note"
"4-130-11-groe-wehle-bei-niegripp";"4-130-11";"Große Wehle bei Niegripp";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-12-schweinekolk-bei-niegripp";"4-130-12";"Schweinekolk bei Niegripp";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-13-moorslake-bei-schartau";"4-130-13";"Moorslake bei Schartau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-14-katzenkolk-bei-schartau";"4-130-14";"Katzenkolk bei Schartau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-15-elbe-havel-kanal-km-326-67-km-344";"4-130-15";"Elbe-Havel-Kanal km 326, 67- km 344";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-17-dedens-gewasser-bei-lostau";"4-130-17";"Dedens-Gewässer bei Lostau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-18-elbe-km-334-350-beidseitig";"4-130-18";"Elbe km 334-350 beidseitig";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-19-ehle-von-vehlitz-bis-mundung";"4-130-19";"Ehle von Vehlitz bis Mündung";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-20-ehle-vom-ablauf-der-fischteiche";"4-130-20";"Ehle vom Ablauf der Fischteiche";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-21-feldschlochenkolk-in-burg";"4-130-21";"Feldschlößchenkolk in Burg";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-22-schlogewasser-ehleteich-in-mockern";"4-130-22";"Schloßgewässer Ehleteich in Möckern";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-23-gerwischer-baggersee-ii-teilflache";"4-130-23";"Gerwischer Baggersee II (Teilfläche)";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-24-niegripper-verbindungskanal";"4-130-24";"Niegripper Verbindungskanal";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-27-dunker-see-burg";"4-130-27";"Dunker-See Burg";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-28-gerwischer-baggersee-i";"4-130-28";"Gerwischer Baggersee I";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-29-altes-baggerloch-lostau";"4-130-29";"Altes Baggerloch Lostau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-30-kathe-kolk-menz";"4-130-30";"Käthe-Kolk Menz";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-31-alte-elbe-bei-niegripp";"4-130-31";"Alte Elbe bei Niegripp";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-32-niegripper-altkanal-teilflache";"4-130-32";"Niegripper Altkanal (Teilfläche)";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-33-gr-gehrenscher-see";"4-130-33";"Gr. Gehrenscher See";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-34-flickschuhteich-burg";"4-130-34";"Flickschuhteich Burg";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-130-36-mittellandkanal-km-322-82-km-324-46-a-bl-k-pl-z-5-31-nordufer";"4-130-36";"Mittellandkanal km 322,82 - km 324,46 A, Bl, K, Pl, Z 5,31 Nordufer";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-01-lehmkuhlengraben-bei-parchen";"4-170-01";"Lehmkuhlengraben bei Parchen";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-03-zernau-see-bei-mutzel";"4-170-03";"Zernau-See bei Mützel";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-04-muhlengraben-bei-mutzel";"4-170-04";"Mühlengraben bei Mützel";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-06-kiesgrube-brettiner-chaussee-ein";"4-170-06";"Kiesgrube Brettiner Chaussee Ein-";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-08-altenplatower-altkanal";"4-170-08";"Altenplatower-Altkanal";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-09-rodorfer-altkanal-km-0-0-bis";"4-170-09";"Roßdorfer Altkanal km 0, 0 bis";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-10-kiesgrube-zabakuck";"4-170-10";"Kiesgrube Zabakuck";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-11-tucheim-parchener-bach-vom-ringels";"4-170-11";"Tucheim-Parchener-Bach vom Ringels-";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-12-torschiffahrtskanal-vom-wehr-mutzel-bis-a-b-bl-h-pl-qu-3-00-zur-mundung-in-den-fiener-haupvorfluter";"4-170-12";"Torschiffahrtskanal vom Wehr Mützel bis A, B, Bl, H, Pl, Qu 3,00 zur Mündung in den Fiener Haupvorfluter";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-13-fiener-hauptvorfluter-vom-wehr";"4-170-13";"Fiener Hauptvorfluter vom Wehr";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-14-hauptstremme-vom-rodorfer-altkanal-a-b-bl-h-pl-s-8-00-bis-zur-einmundung-des-galmer-grabens";"4-170-14";"Hauptstremme vom Roßdorfer Altkanal A, B, Bl, H, Pl, S 8,00 bis zur Einmündung des Galmer Grabens";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-15-schlagenthiner-stremme-vom-rodorfer-a-b-bl-h-pl-s-7-00-altkanal-bis-zur-hauptstremme";"4-170-15";"Schlagenthiner Stremme vom Roßdorfer A, B, Bl, H, Pl, S 7,00 Altkanal bis zur Hauptstremme";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-16-elbe-havel-kanal-von-km-360-bis-364-5-a-b-bl-h-k-71-92-brucke-b1-ortsausgang-genthin-und";"4-170-16";"Elbe-Havel-Kanal von km 360 bis 364, 5 A, B, Bl, H, K, 71,92 (Brücke B1 Ortsausgang Genthin) und";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-170-17-2-teiche-im-parchener-park";"4-170-17";"2 Teiche im Parchener Park";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-01-kiesgrube-netzband-bei-derben";"4-171-01";"Kiesgrube Netzband bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-02-kiesschacht-wenzlau-bei-derben";"4-171-02";"Kiesschacht Wenzlau bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-03-muhlenlanke-herrenseegraben-bei-parey-a-b-bl-gu-h-pl-ro-1-00";"4-171-03";"Mühlenlanke-Herrenseegraben bei Parey A, B, Bl, Gü, H, Pl, Ro 1,00";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-04-kiesgrube-an-der-mts-in-parey";"4-171-04";"Kiesgrube an der MTS in Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-05-alte-elbe-mit-tunnel-und";"4-171-05";"Alte Elbe mit Tunnel und";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-07-badeteich-bei-gusen";"4-171-07";"Badeteich bei Güsen";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-08-feuerloschteich-bei-ferchland";"4-171-08";"Feuerlöschteich bei Ferchland";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-09-kiesloch-born-bei-derben";"4-171-09";"Kiesloch Born bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-10-wulsch-kieslocher-bei-derben";"4-171-10";"Wulsch Kieslöcher bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-11-alte-und-neue-kieslocher-bei-derben";"4-171-11";"Alte und Neue Kieslöcher bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-12-baggerelbe-bei-derben";"4-171-12";"Baggerelbe bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-13-kieslocher-derben";"4-171-13";"Kieslöcher Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-14-stromelbe-von-km-372-4";"4-171-14";"Stromelbe von km 372,4";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-15-pareyer-verbindungskanal";"4-171-15";"Pareyer Verbindungskanal";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-16-zerbener-altarm-am";"4-171-16";"Zerbener Altarm am";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-18-waldmuhlenlanke-bei-parey";"4-171-18";"Waldmühlenlanke bei Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-19-pappelloch-bei-parey";"4-171-19";"Pappelloch bei Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-20-wolfsloch-1-und-2-bei-parey";"4-171-20";"Wolfsloch 1 und 2 bei Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-21-erdegraben-bei-parey";"4-171-21";"Erdegraben bei Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-22-hemslake-bei-parey";"4-171-22";"Hemslake bei Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-23-badingslanke-bei-zerben";"4-171-23";"Badingslanke bei Zerben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-24-lemmerweide-bei-derben";"4-171-24";"Lemmerweide bei Derben";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-25-groes-wasserloch-parey-kuhn-s-loch";"4-171-25";"Großes Wasserloch Parey (Kühn´s Loch)";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-26-elbe-havel-kanal-von-km-344-bis-km-353";"4-171-26";"Elbe-Havel-Kanal von km 344 bis km 353";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-171-27-herrensee-parey";"4-171-27";"Herrensee Parey";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-172-01-elbe-havel-kanal-von-km-364-5";"4-172-01";"Elbe-Havel-Kanal von km 364,5";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-172-03-rodorfer-altkanal-von";"4-172-03";"Roßdorfer Altkanal von";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-173-01-bergzower-altkanal-vom-abzweig";"4-173-01";"Bergzower Altkanal vom Abzweig";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-173-02-elbe-havel-kanal-von-km-353-km-360";"4-173-02";"Elbe-Havel-Kanal von km 353 - km 360";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-280-01-umflutehle-von-einmundung-der";"4-280-01";"Umflutehle von Einmündung der";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-490-02-ziegeleiteich-1-und-2-bei-leitzkau";"4-490-02";"Ziegeleiteich 1 und 2 bei Leitzkau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-490-03-schloteich-und-2-nebenteiche-in";"4-490-03";"Schloßteich und 2 Nebenteiche in";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-490-04-dornburger-see";"4-490-04";"Dornburger See";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-490-07-dorfteich-in-ladeburg";"4-490-07";"Dorfteich in Ladeburg";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-491-01-prodeler-see-2-teiche";"4-491-01";"Prödeler See - 2 Teiche";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-491-02-griebensee-bei-prodel";"4-491-02";"Griebensee bei Prödel";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-491-03-lubser-see";"4-491-03";"Lübser See";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-01-pappelteich-bei-hobeck";"4-492-01";"Pappelteich bei Hobeck";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-02-groer-teich-bei-dalchau";"4-492-02";"Großer Teich bei Dalchau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-03-kleiner-teich-bei-dalchau";"4-492-03";"Kleiner Teich bei Dalchau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-04-teich-in-gobel";"4-492-04";"Teich in Göbel";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-05-kiesgrube-loburg";"4-492-05";"Kiesgrube Loburg";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"4-492-06-rosianer-stau";"4-492-06";"Rosianer Stau";"Jerichower Land";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-100-02-ellernteich-in-reinstedt";"5-100-02";"Ellernteich in Reinstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-101-01-kiesgrube-zwischen-aschersleben";"5-101-01";"Kiesgrube zwischen Aschersleben";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-101-02-pappelteich-ermsleben";"5-101-02";"Pappelteich Ermsleben";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-101-03-burgteich-ermsleben";"5-101-03";"Burgteich Ermsleben";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-01-krummer-teich-bei-dingelstedt";"5-190-01";"Krummer Teich bei Dingelstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-02-parkteich-mahndorf";"5-190-02";"Parkteich Mahndorf";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-03-bode-vom-einlauf-des-goldbaches";"5-190-03";"Bode vom Einlauf des Goldbaches";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-04-halberstadter-see-1-badesee";"5-190-04";"Halberstädter See 1 (Badesee)";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-06-groer-graben-vom-zusammenfluss";"5-190-06";"Großer Graben vom Zusammenfluss";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-190-08-halberstadter-see-ii";"5-190-08";"Halberstädter See II";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-191-01-fischteich-osterwieck";"5-191-01";"Fischteich Osterwieck";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-191-02-muhlenteich-deersheim";"5-191-02";"Mühlenteich Deersheim";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-191-03-turmteich-eilenstedt";"5-191-03";"Turmteich Eilenstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-191-04-steinbachteich-deersheim";"5-191-04";"Steinbachteich Deersheim";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-230-01-untere-schwenneckestau-bei-pansfelde-a-k-pl-ro-s-0-50";"5-230-01";"Untere Schwenneckestau bei Pansfelde A, K, Pl, Ro, S 0,50";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-230-03-oberer-teich-pansfelde";"5-230-03";"Oberer Teich Pansfelde";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-230-04-unterer-teich-pansfelde";"5-230-04";"Unterer Teich Pansfelde";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-01-erichsburger-teich-bei-friedrichsbrunn";"5-340-01";"Erichsburger Teich bei Friedrichsbrunn";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-02-bergrat-muller-teich-bei-gernrode";"5-340-02";"Bergrat-Müller Teich bei Gernrode";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-03-neuer-teich-bei-gernrode";"5-340-03";"Neuer Teich bei Gernrode";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-05-kunstteich-in-ballenstedt";"5-340-05";"Kunstteich in Ballenstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-06-hauptseegraben-von-kreisgrenze";"5-340-06";"Hauptseegraben von Kreisgrenze";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-07-groer-dachsteich-bei-ballenstedt";"5-340-07";"Großer Dachsteich bei Ballenstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-08-kiesgrube-bei-dittfurt";"5-340-08";"Kiesgrube bei Dittfurt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-09-bode-vom-einlauf-des-quarmbaches";"5-340-09";"Bode vom Einlauf des Quarmbaches";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-10-groer-siebersteinsteich-bei-ballenstedt-a-b-bl-h-k-4-20-pl-ro-s";"5-340-10";"Großer Siebersteinsteich bei Ballenstedt A, B, Bl, H, K, 4,20 Pl, Ro, S";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-11-kleiner-siebersteinsteich-bei-ballenstedt-b-h-k-pl-s-z-1-80";"5-340-11";"Kleiner Siebersteinsteich bei Ballenstedt B, H, K, Pl, S, Z 1,80";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-12-gondelteich-in-friedrichsbrunn";"5-340-12";"Gondelteich in Friedrichsbrunn";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-13-selke-von-kreisgrenze";"5-340-13";"Selke von Kreisgrenze";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-14-gondelteich-thale";"5-340-14";"Gondelteich Thale";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-15-glockenteich-ballenstedt";"5-340-15";"Glockenteich Ballenstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-16-flottenteich-weddersleben";"5-340-16";"Flottenteich Weddersleben";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-17-kiessandtagebau-ditfurt-i";"5-340-17";"Kiessandtagebau Ditfurt I";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-18-kiessandtagebau-ditfurt-ii";"5-340-18";"Kiessandtagebau Ditfurt II";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-19-petersstichel-thale";"5-340-19";"Petersstichel Thale";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-20-muhlgraben-thale-0-25";"5-340-20";"Mühlgraben Thale 0,25";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-21-dorfteich-opperode";"5-340-21";"Dorfteich Opperode";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-340-22-schloteich-ballenstedt";"5-340-22";"Schloßteich Ballenstedt";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-01-luttgenbornecke-bei-bornecke";"5-450-01";"Lüttgenbörnecke bei Börnecke";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-02-groer-schachtteich-bei-wienrode";"5-450-02";"Großer Schachtteich bei Wienrode";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-03-brockenstedter-muhle";"5-450-03";"Brockenstedter Mühle";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-04-mulmker-parkteiche";"5-450-04";"Mulmker Parkteiche";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-05-kleiner-schachtteich-bei-wienrode-a-b-h-k-pl-s-z-0-47";"5-450-05";"Kleiner Schachtteich bei Wienrode A, B, H, K, Pl, S, Z 0,47";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"5-450-06-wiesenteich-bei-wienrode";"5-450-06";"Wiesenteich bei Wienrode";"Harz";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-01-bruchfeldsee-wilslebener-see";"6-100-01";"Bruchfeldsee (Wilslebener See)";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-02-tonkuhle-badetonkuhle-in-aschersleben-a-h-k-pl-ro-s-0-30";"6-100-02";"Tonkuhle (Badetonkuhle) in Aschersleben A, H, K, Pl, Ro, S 0,30";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-04-birkenweiher-gatersleben";"6-100-04";"Birkenweiher Gatersleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-06-tonkuhle-nahry-aschersleben";"6-100-06";"Tonkuhle Nahry Aschersleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-07-hauptseegraben-von-einmundung";"6-100-07";"Hauptseegraben von Einmündung";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-08-heckenteich-in-gatersleben";"6-100-08";"Heckenteich in Gatersleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-10-wipper-von-letzter-brucke-klein";"6-100-10";"Wipper von letzter Brücke Klein";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-11-gondelteich-aschersleben";"6-100-11";"Gondelteich Aschersleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-100-12-kiesgrube-an-der-froser-strae";"6-100-12";"Kiesgrube an der Froser Straße";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
