lavNumber;catalogName;atlasName;featureId;latitude;longitude;geometryType;status;reason
6-400-45;Götzenthiegraben;Götzenthiegraben;v_gewaesser.fid-36945e2d_19febabadac_6ce5;52.0;11.73;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
6-401-08;Landgraben von Einmündung des;Landgraben von Einmündung des Laufgrabens bis zur Mündung in die Taube;v_gewaesser.fid-36945e2d_19febabadac_6a04;51.8966667;11.8933333;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
6-402-02;Barbyer Landgraben von;Barbyer Landgraben von Bahnhofsstraße bis Mündung in die Elbe;v_gewaesser.fid-36945e2d_19febabadac_6a06;51.99;11.87;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
6-402-07;Saale von Werkleitz bis Elbmündung;;;;;;LOCKED;bereits vorhanden/bestätigt
6-410-14;Bode vom Wehr Egeln-Nord;Bode vom Wehr Egeln-Nord (Unterwasser) bis zur Stappenbrücke Wolmirsleben;v_gewaesser.fid-36945e2d_19febabadac_6a07;51.95;11.46;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
6-410-15;Bode vom Wehr Rothenförde;Bode vom Wehr Rothenförde (Unterwasser) bis Mühlengraben Neugattersleben;v_gewaesser.fid-36945e2d_19febabadac_6e11;51.9033333;11.5266667;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
6-410-19;Mühlgraben von Egeln-Nord;Mühlgraben von Egeln-Nord bis zur Gemarkungsgrenze Egeln/Tarthun;v_gewaesser.fid-36945e2d_19febabadac_69b5;51.94;11.44;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
7-120-01;Alte Mulde bei Rösa;Alte Mulde bei Rösa;v_gewaesser.fid-36945e2d_19febabadac_6e23;51.61;12.53;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-120-04;Alte Mulde Roitzschjora;Alte Mulde Roitzschjora;v_gewaesser.fid-36945e2d_19febabadac_6d2b;51.59;12.49;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-120-06;Unterer Ziegeleiteich Muldenstein;Unterer Ziegeleiteich Muldenstein;v_gewaesser.fid-36945e2d_19febabadac_6e2f;51.66;12.34;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-120-13;Muldestausee;Muldestausee;v_gewaesser.fid-36945e2d_19febabadac_6ddc;51.6419608;12.4013725;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-120-19;Lober-Leine-Kanal;Lober-Leine-Kanal;v_gewaesser.fid-36945e2d_19febabadac_6a08;51.59;12.41;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
7-120-21;Mulde v. Landesgr. Sachsen bis Stausee,;Mulde v. Landesgr. Sachsen bis Stausee;v_gewaesser.fid-36945e2d_19febabadac_6de9;51.6058333;12.4608333;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
7-120-22;Mulde von ca. 750m oberhalb Wehr;Mulde von ca. 750m oberhalb Wehr Jeßnitz bis Einmündung Mühlgraben;v_gewaesser.fid-36945e2d_19febabadac_6a09;51.68;12.32;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
7-120-23;Mulde von ca. 500m oberhalb Brücke;Mulde von ca. 500m oberhalb Brücke bis Brücke Raghun;v_gewaesser.fid-36945e2d_19febabadac_6e0e;51.71;12.3;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
7-120-32;Luthers Linde Muldenstein;Luthers Linde Muldenstein;v_gewaesser.fid-36945e2d_19febabadac_6cb7;51.67;12.34;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-120-34;Alte Mulde in Friedersdorf;Alte Mulde in Friedersdorf;v_gewaesser.fid-36945e2d_19febabadac_6d7f;51.645;12.345;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
7-400-01;Alte Elbe bei Dornburg;Alte Elbe bei Dornburg/Elbumflut von Alte Fähre bis Einmündung neue Ehle;v_gewaesser.fid-36945e2d_19febabadac_6d58;52.05;11.8;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-183-02;Elbe von km 244, 5 - km 248, 3 linksseitig;Elbe von km 244,5-248,3 linksseitig;v_gewaesser.fid-36945e2d_19febabadac_6a0c;51.8666667;12.3366667;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-183-06;Alter Graben Wörlitz;Alter Graben Wörlitz;v_gewaesser.fid-36945e2d_19febabadac_6d34;51.84;12.45;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-183-07;Am Fließgraben-Diestelsee bei Wörlitz;Am Fließgraben-Diestelsee bei Wörlitz;v_gewaesser.fid-36945e2d_19febabadac_6d35;51.85;12.43;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-183-08;Fuhrtgraben bei Wörlitz;Fuhrtgraben bei Wörlitz;v_gewaesser.fid-36945e2d_19febabadac_6d36;51.84;12.41;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-183-13;Kapengraben von ehem. B107 bis zur;Kapengraben von ehem. B107 bis zur Straßenbrücke Waldersee-Vockerode;v_gewaesser.fid-36945e2d_19febabadac_6a0d;51.8166667;12.4066667;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
8-183-14;Fließgraben von Straßenbrücke;Fließgraben;v_gewaesser.fid-36945e2d_19febabadac_6a0e;51.8566667;12.4133333;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
8-183-16;Hauptgraben von Wörlitz bis Kakau;Hauptgraben von Wörlitz bis Kakau;v_gewaesser.fid-36945e2d_19febabadac_6d38;51.83;12.45;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-250-06;Schweinitzer Fließ von Landesgrenze bis A, B, Bl, H, Pl, Ro, S 9,50 Einlauf Morgengraben bei Zwuschen/Dixförda;Schweinitzer Fließ von Landesgrenze bis Einlauf Morgengraben bei Zwuschen/Dixförda;v_gewaesser.fid-36945e2d_19febabadac_6a0f;51.8133333;13.0666667;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
8-250-12;Neugraben von Landesgrenze bis;Neugraben von Landesgrenze bis Mündung in die Schwarze Elster;v_gewaesser.fid-36945e2d_19febabadac_6da8;51.74;13.03;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
8-250-13;Landlache vom Plossiger Graben bis;Landlache vom Plossiger Graben bis Mündung in die Schwarze Elster;v_gewaesser.fid-36945e2d_19febabadac_6a15;51.74;12.93;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-251-01;Kiestagebau Elbekies bei Prettin;Kiestagebau Elbekies bei Prettin;v_gewaesser.fid-36945e2d_19febabadac_6d3c;51.675;12.885;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-251-03;Elbe km 168, 2 - km 182, 0 rechtss.;Elbe km 168,2-182,0;v_gewaesser.fid-36945e2d_19febabadac_69d5;51.6666667;12.8966667;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-252-01;Alte Elbe in Iserbegka bei Elster;Alte Elbe in Iserbegka bei Elster;v_gewaesser.fid-36945e2d_19febabadac_6b84;51.84;12.79;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-02;Brauteich, Schloßgraben und;Brauteich, Schloßgraben und Dorfteich in Kropstädt;v_gewaesser.fid-36945e2d_19febabadac_6d60;51.96;12.74;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-22;1. Brücke, Graben zum großen Loch;1. Brücke, Graben zum großen Loch;v_gewaesser.fid-36945e2d_19febabadac_6caa;51.85;12.64;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-460-25;Streng (Alte Elbe Bleesern) bei Seegrehna;Streng (Alte Elbe Bleesern) bei Seegrehna;v_gewaesser.fid-36945e2d_19febabadac_6cfb;51.85;12.55;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-38;Fließgraben vom Wachsdorfer;Fließgraben vom Wachsdorfer Wehr bis Kreisgrenze;v_gewaesser.fid-36945e2d_19febabadac_6a16;51.82;12.58;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
8-460-41;Tiefe Lache mit Graben und Loch;Tiefe Lache mit Graben und Loch bei Seegrehna;v_gewaesser.fid-36945e2d_19febabadac_6ba3;51.86;12.53;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-42;Krummer See (Bodemar) bei Seegrehna;Krummer See (Bodemar) bei Seegrehna;v_gewaesser.fid-36945e2d_19febabadac_6ba4;51.85;12.55;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-53;Alte Elbe Merschwitz;Alte Elbe Merschwitz;v_gewaesser.fid-36945e2d_19febabadac_6bae;51.73;12.79;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
8-460-56;Booser Graben vom Booser Riß zur Elbe;;;;;;UNMATCHED;keine offizielle Angelatlas-Verknüpfung
9-150-15;Mittelgraben v. Stollengraben bis;Mittelgraben v. Stollengraben bis Schöpfwerk Wansleben;v_gewaesser.fid-36945e2d_19febabadac_6a17;51.4766667;11.7333333;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
9-150-17;Südlicher Ringkanal von;Südlicher Ringkanal von Einleitstelle Romonta zwischen Unterröblingen und Amsdorf bis zur Salza;v_gewaesser.fid-36945e2d_19febabadac_6ddf;51.48;11.74;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
9-390-04;Toter Arm „Eichgraben“ bei Wallhausen;Toter Arm „Eichgraben“ bei Wallhausen;v_gewaesser.fid-36945e2d_19febabadac_6cf3;51.45;11.21;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
9-390-17;Mühlgraben vom Wehr Hornissenberg;Mühlgraben vom Wehr Hornissenberg bis Einmündung in die Helme;v_gewaesser.fid-36945e2d_19febabadac_6a18;51.46;11.07;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
10-210-09;Mühlgraben von Saalealtarm Hohen-;Mühlgraben;v_gewaesser.fid-36945e2d_19febabadac_6de6;51.43;11.92;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
10-290-13;Saale-Leipzig-Kanal;Saale-Leipzig-Kanal Km 7,55-7,71/8,53-10,48/10,83-10,95/11,08-11,21;v_gewaesser.fid-36945e2d_19febabadac_69ac;51.35;12.16;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
10-290-14;Saale im Altkreis Merseburg;Saale im Altkreis Merseburg (Oberwasser Wehr Bad Dürrenberg bis Straßenbrücke B91);v_gewaesser.fid-36945e2d_19febabadac_69a9;51.3616667;12.0125;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
10-290-16;Kanal Wüsteneutsch km 1, 32 - 1, 62;Kanal Wüsteneutsch km 1,32 - 1,62;v_gewaesser.fid-36945e2d_19febabadac_69a6;51.33;12.07;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
10-290-25;Umgehungskanal Merseburg;Umgehungskanal Merseburg;v_gewaesser.fid-36945e2d_19febabadac_6e27;51.36;12.01;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
10-290-26;Saalealtarm Leuna;Saalealtarm Leuna;v_gewaesser.fid-36945e2d_19febabadac_6e03;51.33;12.03;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
10-370-17;Saale vom Trompeterfelsen;Saale vom Trompeterfelsen zwischen Halle und Brachwitz bis zur Kreisgrenze Salzlandkreis;v_gewaesser.fid-36945e2d_19febabadac_69b3;51.567619;11.8309524;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
10-370-20;Saalealtarm Dobis – NSG beachten-;Saalealtarm Dobis;v_gewaesser.fid-36945e2d_19febabadac_6bfb;51.62;11.75;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
10-370-27;Saalealtarm Stollen Wettin;Saalealtarm Stollen Wettin;v_gewaesser.fid-36945e2d_19febabadac_6bff;51.6;11.77;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
10-370-45;Teich am Rodelberg;Teich am Rodelberg;v_gewaesser.fid-36945e2d_19febabadac_6c0b;51.5;12.17;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-300-06;Saale von Landesgrenze Thüringen;Saale von Landesgrenze Thüringen bis Eisenbahnbrücke bei Eulau;v_gewaesser.fid-36945e2d_19febabadac_69b0;51.1583333;11.8116667;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
11-300-07;Kl. Saale v. Bad Kösen b. Almrich;Kl. Saale v. Bad Kösen b. Almrich;v_gewaesser.fid-36945e2d_19febabadac_6e30;51.14;11.75;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-310-01;Unstrutaltarm bei Memleben/;Unstrutaltarm bei MemlebenWendelstein;v_gewaesser.fid-36945e2d_19febabadac_6c16;51.28;11.46;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-310-03;Restarm der Unstrut unter der Katzel;Restarm der Unstrut unter der Katzel bei Reinsdorf;v_gewaesser.fid-36945e2d_19febabadac_6ced;51.29;11.61;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-310-04;Unstrutflutkanal von Landesgrenze;Unstrutflutkanal von Landesgrenze bis Mündung in die Unstrut;v_gewaesser.fid-36945e2d_19febabadac_69b6;51.27;11.46;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
11-310-05;Unstrut von Landesgrenze Thüringen;Unstrut von Landesgrenze bis zur Mündung in die Saale;v_gewaesser.fid-36945e2d_19febabadac_6e31;51.2344444;11.6577778;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
11-440-02;Saale von Eisenbahnbrücke bei Eulau;Saale von Eisenbahnbrücke bei Eulau bis Kleinkorbetha beidseitig und von Kleinkorbetha bis Einlauf Schleusengraben Bad Dürrenberg rechtsseitig;v_gewaesser.fid-36945e2d_19febabadac_69f3;51.2322222;11.9944444;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
11-440-05;Alter Saalearm Uichteritz;Alter Saalearm Uichteritz;v_gewaesser.fid-36945e2d_19febabadac_6c19;51.2;11.92;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-443-01;Saale von Kleinkorbetha bis Einlauf;Alte Saale Tebnitz;v_gewaesser.fid-36945e2d_19febabadac_6c1a;51.27;12.04;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
11-443-02;Alte Saale Tebnitz – NSG beachten!;Saale von Kleinkorbetha bis Einlauf Schleusengraben Bad Dürrenberg linksseitig;v_gewaesser.fid-36945e2d_19febabadac_6d82;51.27;12.05;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-480-14;Elstermühlgraben Elsteraue;Elstermühlgraben Elsteraue;v_gewaesser.fid-36945e2d_19febabadac_69bb;51.08;12.18;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-480-15;Elstermühlgraben Zeitz;Elstermühlgraben Zeitz;v_gewaesser.fid-36945e2d_19febabadac_6e4d;51.05;12.13;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-480-17;Elstermühlgraben;Elstermühlgraben Rossner Wehr/Obermühle;v_gewaesser.fid-36945e2d_19febabadac_6d83;51.04;12.11;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-482-02;Mühlgraben Wetterzeube;Mühlgraben Wetterzeube;v_gewaesser.fid-36945e2d_19febabadac_69b7;51.0;12.02;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-482-03;Mühlgraben Göbitz-Ostrau;Mühlgraben Göbitz-Ostrau;v_gewaesser.fid-36945e2d_19febabadac_69b8;51.09;12.19;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
11-482-05;Floßgraben von LG Thüringen bis;Floßgraben von LG Thüringen bis Abschlagbauwerk Uthmig;v_gewaesser.fid-36945e2d_19febabadac_6d70;51.01;12.01;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
12-140-07;Mulde von ca. 150 m unterhalb Abzweig A, B, Bl, D, H, Pl, 20,00 Jonitzer Mulde bis Tiergartenbrücke und Q, Z von unterhalb Brücke B185 bis 250m oberhalb Einmündung Jonitzer Mulde und von Einmündung Lorkgraben bis Tannenhägerbrücke sowie Jonitzer Mulde von Abzweig aus der Mulde bis oberhalb Brücke Jonitzer Mühle;Mulde;v_gewaesser.fid-36945e2d_19febabadac_6de4;51.83;12.26;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
13-280-02;Mittellandkanal (Toter Arm);Mittellandkanal (Toter Arm) von km 318,4 bis km 320,10;v_gewaesser.fid-36945e2d_19febabadac_6e4a;52.23;11.66;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
13-280-03;Rothenseer Verbindungskanal;Rothenseer Verbindungskanal von km 1,35 bis km 3,93;v_gewaesser.fid-36945e2d_19febabadac_6e38;52.2133333;11.6833333;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
13-280-18;Alte Elbe Kreuzhorst;Alte Elbe Kreuzhorst;v_gewaesser.fid-36945e2d_19febabadac_6d6d;52.0866667;11.6833333;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
13-280-23;Elbe und Alte Elbe;Elbe und Alte Elbe von km 320-334;v_gewaesser.fid-36945e2d_19febabadac_69b9;52.1270175;11.6638596;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
13-280-24;Zollelbe vom Elb-km 325,60 – 327,40;Zollelbe vom Elb-km 325,60 - 327,40;v_gewaesser.fid-36945e2d_19febabadac_6e39;52.1233333;11.6466667;MultiPolygon;REVIEW_BOUNDARY;Abschnittsgrenze muss aus offizieller Beschreibung bestimmt werden
13-280-28;Schleusenkanal ehem. Doppelschleuse;Schleusenkanal ehem. Doppelschleuse mit Schutzhafen von km 329,9 bis km 332,8;v_gewaesser.fid-36945e2d_19febabadac_6d4c;52.17;11.68;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
13-400-05;Gelbes Loch bei Randau;Gelbes Loch bei Randau;v_gewaesser.fid-36945e2d_19febabadac_6c9d;52.05;11.73;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
13-400-06;Alte Elbe bei Randau/Calenberge;Alte Elbe bei Randau/Calenberge;v_gewaesser.fid-36945e2d_19febabadac_6d44;52.07;11.73;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
14-210-01;Saalealtarm Hohenweiden;Saalealtarm Hohenweiden;v_gewaesser.fid-36945e2d_19febabadac_6de5;51.415;11.945;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
14-210-12;Untere Aue (Neuer Kanal);Untere Aue (Neuer Kanal);v_gewaesser.fid-36945e2d_19febabadac_6c4b;51.47;11.94;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
14-210-16;Saale von Straßenbrücke B 91;Saale von Straßenbrücke B 91 bis zum Trompeterfelsen zwischen Halle und Brachwitz;v_gewaesser.fid-36945e2d_19febabadac_6d3b;51.4764103;11.9451282;MultiPolygon;LOCKED;bereits vorhanden/bestätigt
14-210-17;Umgehungskanal Halle (Alter Kanal);Umgehungskanal Halle (Alter Kanal);v_gewaesser.fid-36945e2d_19febabadac_6d74;51.4533333;11.9266667;MultiPolygon;AUTO_WHOLE_FEATURE;"keine explizite Teilstrecken-Grenze im Katalog; offizielles Feature kann vollständig verwendet werden"
